,STATIC,STATIC+EVENT-CNT,STATIC+BiPadLSTM,STATIC+Med2Vec,STATIC+Dipole,STATIC+CEHR-BERT,STATIC+DOME,STATIC+GRU
0,0.6208053691275168,0.8422818791946308,0.9161073825503355,0.8825503355704698,0.9026845637583892,0.889261744966443,0.8557046979865772,0.889261744966443
1,0.6161616161616161,0.8518518518518519,0.8855218855218855,0.8922558922558923,0.9023569023569024,0.9124579124579124,0.8451178451178452,0.8451178451178452
2,0.5723905723905723,0.7542087542087542,0.8720538720538721,0.8552188552188552,0.8787878787878788,0.8720538720538721,0.8383838383838383,0.8720538720538721
3,0.5993265993265994,0.7946127946127947,0.8686868686868687,0.8922558922558923,0.8956228956228957,0.9158249158249159,0.8484848484848485,0.8787878787878788
4,0.5824915824915825,0.8249158249158249,0.8855218855218855,0.8787878787878788,0.8888888888888888,0.8754208754208754,0.8653198653198653,0.8855218855218855
5,0.5838926174496645,0.8422818791946308,0.9026845637583892,0.8758389261744967,0.8959731543624161,0.8993288590604027,0.8590604026845637,0.87248322147651
6,0.5824915824915825,0.8619528619528619,0.8956228956228957,0.9023569023569024,0.8888888888888888,0.8821548821548821,0.8787878787878788,0.8585858585858586
7,0.6127946127946128,0.8181818181818182,0.9057239057239057,0.9090909090909091,0.9057239057239057,0.9158249158249159,0.835016835016835,0.8956228956228957
8,0.5993265993265994,0.8114478114478114,0.9259259259259259,0.8686868686868687,0.8956228956228957,0.8720538720538721,0.8451178451178452,0.8821548821548821
9,0.5858585858585859,0.8215488215488216,0.8888888888888888,0.8552188552188552,0.9225589225589226,0.9124579124579124,0.8451178451178452,0.8585858585858586
10,0.62751677852349,0.8825503355704698,0.9026845637583892,0.8859060402684564,0.9060402684563759,0.9161073825503355,0.8389261744966443,0.8959731543624161
11,0.5993265993265994,0.8518518518518519,0.8888888888888888,0.8720538720538721,0.8922558922558923,0.8956228956228957,0.8686868686868687,0.8855218855218855
12,0.5925925925925926,0.7777777777777778,0.8821548821548821,0.8855218855218855,0.8855218855218855,0.9023569023569024,0.8417508417508418,0.9057239057239057
13,0.6094276094276094,0.8013468013468014,0.8821548821548821,0.8720538720538721,0.898989898989899,0.8922558922558923,0.8518518518518519,0.8787878787878788
14,0.5420875420875421,0.8080808080808081,0.898989898989899,0.8787878787878788,0.8888888888888888,0.8619528619528619,0.8653198653198653,0.8922558922558923
15,0.5838926174496645,0.8389261744966443,0.9026845637583892,0.8926174496644296,0.9026845637583892,0.8657718120805369,0.825503355704698,0.87248322147651
16,0.5858585858585859,0.8451178451178452,0.898989898989899,0.8754208754208754,0.9023569023569024,0.9023569023569024,0.8552188552188552,0.8821548821548821
17,0.6195286195286195,0.8080808080808081,0.8922558922558923,0.8754208754208754,0.898989898989899,0.898989898989899,0.8619528619528619,0.8922558922558923
18,0.5892255892255892,0.8215488215488216,0.8888888888888888,0.8720538720538721,0.9057239057239057,0.8888888888888888,0.8417508417508418,0.8787878787878788
19,0.6397306397306397,0.8686868686868687,0.9225589225589226,0.9191919191919192,0.9191919191919192,0.9057239057239057,0.8821548821548821,0.8855218855218855
20,0.5268456375838926,0.7785234899328859,0.9228187919463087,0.889261744966443,0.9161073825503355,0.9026845637583892,0.8657718120805369,0.8691275167785235
21,0.5959595959595959,0.8215488215488216,0.8956228956228957,0.8518518518518519,0.898989898989899,0.8956228956228957,0.8417508417508418,0.835016835016835
22,0.6363636363636364,0.7811447811447811,0.8821548821548821,0.8956228956228957,0.9023569023569024,0.8956228956228957,0.8787878787878788,0.8855218855218855
23,0.6127946127946128,0.835016835016835,0.8787878787878788,0.8855218855218855,0.9225589225589226,0.9158249158249159,0.8821548821548821,0.8855218855218855
24,0.6026936026936027,0.8316498316498316,0.9023569023569024,0.8821548821548821,0.8754208754208754,0.8787878787878788,0.8316498316498316,0.8552188552188552
