,STATIC,STATIC+EVENT-CNT,STATIC+BiPadLSTM,STATIC+Med2Vec,STATIC+Dipole,STATIC+CEHR-BERT,STATIC+DOME,STATIC+GRU
0,0.5838509316770186,0.7752883762200533,0.922360248447205,0.9212511091393079,0.8078970718722271,0.6397515527950312,0.9485359361135758,0.6599378881987579
1,0.6244454303460515,0.8216503992901508,0.725377107364685,0.7444543034605147,0.6437444543034606,0.8065661047027506,0.9578527062999113,0.5184117125110914
2,0.39419642857142856,0.7383928571428571,0.7968750000000001,0.6196428571428572,0.6600446428571429,0.8053571428571429,0.8459821428571428,0.7502232142857143
3,0.5803571428571428,0.7705357142857143,0.6450892857142856,0.6678571428571428,0.7613839285714286,0.8669642857142857,0.9607142857142857,0.6107142857142857
4,0.4799107142857143,0.7955357142857143,0.8116071428571427,0.8430803571428571,0.8444196428571429,0.8861607142857143,0.9723214285714286,0.7745535714285714
5,0.5306122448979592,0.7506654835847383,0.7803904170363797,0.6692546583850931,0.5838509316770186,0.6748003549245786,0.8890860692102928,0.5621118012422359
6,0.4704968944099379,0.7584294587400177,0.9125998225377108,0.8509316770186335,0.8331854480922805,0.7976929902395741,0.9376663708961845,0.5936113575865128
7,0.5991071428571428,0.725,0.6575892857142857,0.6185267857142858,0.5950892857142857,0.6363839285714286,0.9245535714285715,0.5837053571428572
8,0.5325892857142858,0.7678571428571428,0.690625,0.5901785714285714,0.4837053571428571,0.90625,0.9191964285714285,0.6479910714285714
9,0.5111607142857142,0.8433035714285714,0.7058035714285714,0.5877232142857143,0.7290178571428572,0.6584821428571428,0.9696428571428571,0.6165178571428571
10,0.5452528837622006,0.6912156166814551,0.8300798580301686,0.7140638864241349,0.5275066548358474,0.8032386867790593,0.9658385093167702,0.6779059449866904
11,0.6064773735581188,0.7622005323868678,0.5321650399290151,0.7342502218278616,0.7897071872227152,0.47049689440993786,0.9436557231588287,0.6064773735581188
12,0.5363839285714286,0.7678571428571428,0.6964285714285715,0.6390625,0.8035714285714285,0.6982142857142857,0.9241071428571429,0.5689732142857142
13,0.5261160714285714,0.9035714285714287,0.8669642857142856,0.7696428571428571,0.7589285714285715,0.8299107142857143,0.9803571428571428,0.7575892857142856
14,0.4973214285714286,0.7531249999999999,0.790625,0.6747767857142857,0.7830357142857143,0.8758928571428571,0.9236607142857143,0.6428571428571428
15,0.5536823425022184,0.7624223602484472,0.801464063886424,0.6390860692102928,0.6801242236024845,0.7437888198757764,0.8797692990239574,0.734472049689441
16,0.6213398402839396,0.826086956521739,0.7866015971606033,0.7142857142857143,0.5916149068322981,0.8043478260869565,0.9835847382431233,0.6071428571428571
17,0.4040178571428571,0.7933035714285714,0.6212053571428571,0.703125,0.5410714285714285,0.8276785714285714,0.9433035714285715,0.7258928571428571
18,0.5814732142857143,0.7453125,0.7455357142857142,0.8122767857142857,0.5691964285714285,0.7303571428571429,0.8959821428571428,0.6366071428571428
19,0.5321428571428571,0.8125,0.7611607142857143,0.5075892857142856,0.6138392857142857,0.8535714285714285,0.9169642857142858,0.475
20,0.46140195208518187,0.7457852706299911,0.7138420585625554,0.7462289263531499,0.6907719609582963,0.7755102040816326,0.8578083407275954,0.6428571428571429
21,0.4975598935226264,0.7213842058562555,0.793921916592724,0.7599822537710736,0.7453416149068323,0.8216503992901508,0.9778172138420587,0.624223602484472
22,0.6220982142857142,0.8352678571428571,0.6441964285714286,0.5334821428571428,0.8236607142857143,0.8236607142857143,0.9593750000000001,0.724330357142857
23,0.6513392857142857,0.6651785714285714,0.6678571428571428,0.8037946428571429,0.5761160714285715,0.7973214285714285,0.9424107142857142,0.6513392857142857
24,0.5582589285714286,0.8540178571428572,0.8352678571428571,0.6149553571428572,0.65625,0.6151785714285715,0.9415178571428572,0.63125
