,STATIC,STATIC+EVENT-CNT,STATIC+BiPadLSTM,STATIC+Med2Vec,STATIC+Dipole,STATIC+CEHR-BERT,STATIC+DOME,STATIC+GRU
0,0.46285714285714286,0.7428571428571429,0.9085714285714286,0.9257142857142857,0.9314285714285714,0.8742857142857143,0.8971428571428571,0.9142857142857143
1,0.21142857142857144,0.7885714285714286,0.9142857142857143,0.92,0.92,0.88,0.8914285714285715,0.9257142857142857
2,0.9195402298850575,0.7528735632183908,0.9252873563218391,0.9137931034482759,0.8908045977011494,0.8908045977011494,0.9022988505747126,0.8448275862068966
3,0.4540229885057471,0.7758620689655172,0.9137931034482759,0.9022988505747126,0.9425287356321839,0.8908045977011494,0.9367816091954023,0.9252873563218391
4,0.2413793103448276,0.8275862068965517,0.9080459770114943,0.9367816091954023,0.9310344827586207,0.9540229885057471,0.9425287356321839,0.9195402298850575
5,0.14857142857142858,0.76,0.9028571428571428,0.92,0.8628571428571429,0.9028571428571428,0.8971428571428571,0.9142857142857143
6,0.17142857142857143,0.7257142857142858,0.9028571428571428,0.9257142857142857,0.8971428571428571,0.8742857142857143,0.9257142857142857,0.9257142857142857
7,0.19540229885057472,0.7988505747126436,0.896551724137931,0.9137931034482759,0.9310344827586207,0.8735632183908046,0.9367816091954023,0.9252873563218391
8,0.14367816091954022,0.7758620689655172,0.9080459770114943,0.9022988505747126,0.9137931034482759,0.9310344827586207,0.9080459770114943,0.9022988505747126
9,0.9195402298850575,0.8850574712643678,0.8908045977011494,0.9080459770114943,0.9425287356321839,0.8620689655172413,0.9540229885057471,0.9080459770114943
10,0.48,0.8,0.88,0.8914285714285715,0.8914285714285715,0.9085714285714286,0.9485714285714286,0.92
11,0.4342857142857143,0.7771428571428571,0.8514285714285714,0.9142857142857143,0.9314285714285714,0.8742857142857143,0.9142857142857143,0.4342857142857143
12,0.5,0.8103448275862069,0.9310344827586207,0.896551724137931,0.9195402298850575,0.9080459770114943,0.9310344827586207,0.9137931034482759
13,0.21264367816091953,0.896551724137931,0.8620689655172413,0.9137931034482759,0.9252873563218391,0.9482758620689655,0.9597701149425287,0.9137931034482759
14,0.9195402298850575,0.7586206896551724,0.9022988505747126,0.9252873563218391,0.9022988505747126,0.9367816091954023,0.9367816091954023,0.9022988505747126
15,0.49142857142857144,0.7314285714285714,0.9085714285714286,0.92,0.8914285714285715,0.8571428571428571,0.8571428571428571,0.9314285714285714
16,0.18285714285714286,0.7314285714285714,0.9142857142857143,0.9142857142857143,0.9085714285714286,0.9085714285714286,0.9542857142857143,0.9371428571428572
17,0.9195402298850575,0.7413793103448276,0.8390804597701149,0.9080459770114943,0.9137931034482759,0.896551724137931,0.896551724137931,0.9022988505747126
18,0.4827586206896552,0.8218390804597702,0.9137931034482759,0.8793103448275862,0.9022988505747126,0.9080459770114943,0.9137931034482759,0.9310344827586207
19,0.46551724137931033,0.8735632183908046,0.9022988505747126,0.8908045977011494,0.9425287356321839,0.9195402298850575,0.9425287356321839,0.896551724137931
20,0.2,0.7771428571428571,0.8857142857142857,0.9142857142857143,0.8971428571428571,0.8971428571428571,0.9028571428571428,0.9085714285714286
21,0.5142857142857142,0.7257142857142858,0.9028571428571428,0.9257142857142857,0.9428571428571428,0.9257142857142857,0.9028571428571428,0.9085714285714286
22,0.39080459770114945,0.7988505747126436,0.896551724137931,0.9022988505747126,0.9137931034482759,0.8793103448275862,0.9080459770114943,0.8620689655172413
23,0.20114942528735633,0.7873563218390804,0.9137931034482759,0.9195402298850575,0.9195402298850575,0.9137931034482759,0.9540229885057471,0.20114942528735633
24,0.4482758620689655,0.7873563218390804,0.9137931034482759,0.8793103448275862,0.9310344827586207,0.8735632183908046,0.9367816091954023,0.8908045977011494
25,0.46285714285714286,0.7428571428571429,0.9085714285714286,0.9257142857142857,0.9314285714285714,0.8742857142857143,0.8971428571428571,0.9142857142857143
26,0.21142857142857144,0.7885714285714286,0.9142857142857143,0.92,0.92,0.88,0.8914285714285715,0.9257142857142857
27,0.9195402298850575,0.7528735632183908,0.9252873563218391,0.9137931034482759,0.8908045977011494,0.8908045977011494,0.9022988505747126,0.8448275862068966
28,0.4540229885057471,0.7758620689655172,0.9137931034482759,0.9022988505747126,0.9425287356321839,0.8908045977011494,0.9367816091954023,0.9252873563218391
29,0.2413793103448276,0.8275862068965517,0.9080459770114943,0.9367816091954023,0.9310344827586207,0.9540229885057471,0.9425287356321839,0.9195402298850575
